Length (major axis),Width (minor axis),Thickness (depth),Area,Perimeter,Roundness,Solidity,Compactness,Aspect Ratio,Eccentricity,Extent,Convex hull(convex area),MAMRA,REGULAR,SANORA
0.4655691644849866,0.47048963680623357,-1.0,0.3990449876869482,0.3368908673069231,0.59572927405408,0.9626565649118906,0.029254190476590253,0.3803788614844805,0.6567451461628204,0.841454286398269,0.398558505116417,1.0,0.0,0.0
0.4555183735637714,0.4680034957918463,-1.0,0.39793380983842874,0.33930968884690593,0.6150177932368885,0.9612060343954334,0.031150987847269024,0.36762184194428915,0.6440747810255223,0.8117145401452017,0.397633100993623,1.0,0.0,0.0
0.6748927491986161,0.5901861903336334,-1.0,0.5947864736620818,0.45981818504596483,0.5252523420030089,0.9346989973541726,0.0403800381649676,0.5288244450459223,0.780087103126204,0.6540678253627348,0.6005635473824708,1.0,0.0,0.0
0.6877547133176773,0.6016620089367026,-1.0,0.6099645624361824,0.46459112875060027,0.5244317284518509,0.9386962151284308,0.038950719537481,0.5310495713420107,0.7816503853540278,0.6764663169798999,0.6151623906273173,1.0,0.0,0.0
0.6819530427101814,0.601081882521403,-1.0,0.6177728392095622,0.464903531926774,0.543408079079047,0.9352474263663253,0.03712319216981266,0.5235452179872035,0.7763489995384907,0.6882926290293752,0.6237401749962924,1.0,0.0,0.0
0.6810131625145162,0.6056784201698222,-1.0,0.6082467415460387,0.4679203599362328,0.5328092921081966,0.9338879797325057,0.041165735921333546,0.5157485248439577,0.7707522504741493,0.6537753999067515,0.6143556280587276,1.0,0.0,0.0
0.7186825647906174,0.655710319069081,-1.0,0.6756742146675476,0.7382377200232612,0.5563877536187312,0.6997689779471354,0.18277441987858067,0.5003770723360941,0.7594448907307072,0.6375197164181274,0.7360996589055316,1.0,0.0,0.0
0.7035381782001449,0.6436558952830209,-1.0,0.6529821610907562,0.7916126044811417,0.5529135984060867,0.6647820230795309,0.23135052295846398,0.49556993781870395,0.7558322744749337,0.5814344685837549,0.719863562212665,1.0,0.0,0.0
0.6577162730476465,0.5826616384271512,-1.0,0.5947744609285843,0.862323148139129,0.5528857400862468,0.673499912635668,0.322614981984277,0.5145826401271316,0.7699074306665139,0.539116998854883,0.6541242770280291,1.0,0.0,0.0
0.6544294170177418,0.5973383982613922,-1.0,0.5953150339359722,0.7829771264105537,0.5590500222472512,0.6419571707330243,0.25622663435310405,0.4892079014390447,0.7509936597780174,0.6219050595977014,0.6617707251965,1.0,0.0,0.0
0.62952146005287,0.5338828770136026,-1.0,0.5401645744489159,0.7498521253062409,0.5248951377755893,0.4734423301086963,0.2632387977950162,0.5442798223220864,0.7907979661533293,0.4543689038413472,0.6377102180038559,1.0,0.0,0.0
0.6655933761878237,0.526500247133137,-1.0,0.5476545137846117,0.6672036721214215,0.478473812844496,0.7519076671418157,0.19261462881032831,0.6110481304176358,0.8333916254761045,0.4419175546738132,0.5868545157941569,1.0,0.0,0.0
0.6230854897789393,0.5126731402856721,-1.0,0.5249984984083128,0.6306958409866327,0.5140726303004768,0.6814095945471101,0.1769290749842624,0.5671463542052717,0.8060340190820092,0.4792845899976754,0.5762776212368382,1.0,0.0,0.0
0.613111995222045,0.4861651303935459,-1.0,0.49663643462069795,0.6346119759624872,0.48961692768363535,0.8039445862008749,0.1956892965258895,0.5939983618229834,0.8230495603551389,0.4368859226195396,0.5231440011864156,1.0,0.0,0.0
0.4894596933832635,-1.0,0.28646236962781807,0.19978377079704485,0.5647314414573759,0.17586943076796385,0.3199988769654465,0.44692476746596954,-1.0,-1.0,0.2624482142477449,0.258069108705324,1.0,0.0,0.0
0.4955241045610221,-1.0,0.3158813053493283,0.22192323863295094,0.5591774916924769,0.2098675627977657,0.4347849370773682,0.39520345421432623,-1.0,-1.0,0.5538834696642931,0.2716417025063028,1.0,0.0,0.0
0.4787314274945012,-1.0,0.3524985065580499,0.21669169319478648,0.5649255441111255,0.2204094378444938,0.3362233857514596,0.41306241077391515,-1.0,-1.0,0.3096434672648385,0.27683227050274356,1.0,0.0,0.0
0.5089844029015145,-1.0,0.2377235330284509,0.20296113880713557,0.6121216736028846,0.16033178876260368,0.42579119891617667,0.5138941425414351,-1.0,-1.0,0.439148956876364,0.25025063028325667,1.0,0.0,0.0
0.4824625280304115,-1.0,0.3507162285695758,0.2324403868100186,0.4957123132750765,0.2456549652339905,0.5473874382990385,0.29457404511201146,-1.0,-1.0,0.3262531807570037,0.27126798161055904,1.0,0.0,0.0
0.48342345094564804,-1.0,0.3452181173527355,0.23523935371493782,0.4875833392693535,0.2497104952763391,0.6694133171484067,0.2807197171794079,-1.0,-1.0,0.5335132268611444,0.26148005338869934,1.0,0.0,0.0
0.5140761541889767,-1.0,0.3454166609506398,0.23821250525557092,0.5069228154330052,0.21725127060450572,0.565540640676379,0.30030686902184384,-1.0,-1.0,0.34714946068211927,0.2758178852142963,1.0,0.0,0.0
0.4771113895941321,-1.0,0.49808864373022527,0.23902336476665265,0.4609873972578864,0.2652147975560342,0.3252479643681183,0.24436050838975004,-1.0,-1.0,0.18288854727291537,0.305442681299125,1.0,0.0,0.0
-1.0,0.4931986822011927,0.16563468476838866,0.05373896330109916,0.18250316275177628,-1.0,0.5439683186415403,0.17850290998302404,-1.0,-1.0,0.3928409699403701,0.06828414652231944,1.0,0.0,0.0
-1.0,0.47028740239337263,0.19654936963654807,0.05725268784912006,0.15251328918170445,-1.0,0.6822845051351738,0.1237677705395464,-1.0,-1.0,0.6524791613015721,0.06610114192495921,1.0,0.0,0.0
-1.0,0.4420269328811276,0.20051356943226756,0.0540332752717881,0.27182577420687026,-1.0,0.5227830976479648,0.34170951471249955,-1.0,-1.0,0.538114489990879,0.0695892036185674,1.0,0.0,0.0
-1.0,0.46644163763163626,0.14836238945723518,0.04268124211664363,0.2742177962476897,-1.0,0.3634459174227973,0.3942282002004093,-1.0,-1.0,0.4299534733126489,0.0636274655197983,1.0,0.0,0.0
-1.0,0.7579896574994671,0.364603056224504,0.13720944200852903,0.3752306162682143,-1.0,0.5684345957886419,0.2921529860556419,-1.0,-1.0,0.5107601123345065,0.16144149488358295,1.0,0.0,0.0
-1.0,0.6263500880815878,0.38105654626427493,0.11094960658297796,0.41918901644176,-1.0,0.4445490428517864,0.43136226917679377,-1.0,-1.0,0.6779778115948425,0.14015720005932075,1.0,0.0,0.0
-1.0,0.6859808733672088,0.31634692251187585,0.11688389693074659,0.42446846474845223,-1.0,0.5325406472445557,0.42297356231499883,-1.0,-1.0,0.528959297320519,0.1409224380839389,1.0,0.0,0.0
-1.0,0.7055281716340198,0.33067118212010144,0.12084209261817526,0.25456591828921427,-1.0,0.7114583912095043,0.15380768421066093,-1.0,-1.0,0.629364924920158,0.13359039003410944,1.0,0.0,0.0
-1.0,0.6480400867979363,0.5308754625305079,0.1578713436242417,0.16082526331540678,-1.0,0.9374116032103168,0.016852592885387208,-1.0,-1.0,0.723573601906925,0.15780513124721934,1.0,0.0,0.0
-1.0,0.6155187350720686,0.5078296266457483,0.14564238092377918,0.1452836225260857,-1.0,0.9555147712891174,0.011800500696845517,-1.0,-1.0,0.7274061853021911,0.14430965445647337,1.0,0.0,0.0
-1.0,0.6484336385447336,0.5432820678465378,0.16050213226019577,0.1776544159949149,-1.0,0.9329315150190398,0.02961823491023316,-1.0,-1.0,0.7068674253149148,0.16076523802461812,1.0,0.0,0.0
-1.0,0.6326878998184409,0.5432991535707292,0.1564838729052796,0.15476480779732596,-1.0,0.9436401408919597,0.012635073399995006,-1.0,-1.0,0.7072602862233388,0.1559958475456028,1.0,0.0,0.0
-1.0,0.5270107547992307,0.38108042886414856,0.09401765871824132,0.13282350912155352,-1.0,0.7689804909904869,0.0441490706160409,-1.0,-1.0,0.5309360816978572,0.10154530624351178,1.0,0.0,0.0
-1.0,0.5363938051662034,0.3769764254420152,0.09701483572586943,0.12858387051578,-1.0,0.7686244370390631,0.03644674569075909,-1.0,-1.0,0.5999411916108113,0.1047486282070295,1.0,0.0,0.0
-1.0,0.5386331486094975,0.3934316614682,0.10007207640098505,0.15009446656733808,-1.0,0.768254503463933,0.056378038068776226,-1.0,-1.0,0.5964177772470092,0.10801720302535962,1.0,0.0,0.0
-1.0,0.5365476285979325,0.35569054386229665,0.09105651991110576,0.12076729953274742,-1.0,0.7585540929094434,0.03432722098420937,-1.0,-1.0,0.6131846616016123,0.09893519205101585,1.0,0.0,0.0
0.35452178701146103,-1.0,0.3433154910150293,0.18748873806234612,0.2513660893076177,0.33768745860960897,0.9218060537050681,0.07621853719976573,-1.0,-1.0,0.870194652472623,0.18894260714815359,1.0,0.0,0.0
0.37106773609512184,-1.0,0.3589891486944388,0.19506276653252447,0.244018122590025,0.32851529091867976,0.92800330477729,0.06349695475417713,-1.0,-1.0,0.865856980505116,0.19616787779919914,1.0,0.0,0.0
0.39230369657706193,-1.0,0.371095381990649,0.2043365967926002,0.2490766689740291,0.3159607134844839,0.9310485368451205,0.06121496515766245,-1.0,-1.0,0.8662142792636789,0.2053388699391962,1.0,0.0,0.0
0.36945448887317994,-1.0,0.35259191683118435,0.1918073157547,0.24028498912349996,0.3231643601071617,0.92494800946303,0.06257172051912291,-1.0,-1.0,0.8685213376411907,0.1930950615453062,1.0,0.0,0.0
0.07760827443328017,-1.0,0.07736896060181658,0.040645083788816136,0.0921028396475714,0.3785020880538705,0.8226299312390402,0.06844947092617978,-1.0,-1.0,0.6812758285971621,0.042966038855108996,1.0,0.0,0.0
0.08644512679118815,-1.0,0.08200792178978572,0.0447474322782149,0.09785089183599507,0.3785745168381072,0.7972135121117008,0.0691266780832,-1.0,-1.0,0.6562419079444879,0.04816847100697018,1.0,0.0,0.0
0.08062643756985599,-1.0,0.1094519598073928,0.04710192804372634,0.10397604795727303,0.4099293058116584,0.8088753696501816,0.0734511219991417,-1.0,-1.0,0.73305558664132,0.050220969894705605,1.0,0.0,0.0
0.0828129941056912,-1.0,0.07852835793719187,0.04261517208240735,0.11097371131555836,0.3758572269555222,0.801943872084883,0.09182162651190284,-1.0,-1.0,0.6179999350572589,0.045754115378911456,1.0,0.0,0.0
0.27953110952307975,0.3208899513254877,-1.0,0.2596732536488678,0.27229437793511835,0.7180569591824557,0.9323658956216798,0.04569158324444164,0.2799378300591848,0.5454112038416832,0.5479286042144464,0.2613258193682337,1.0,0.0,0.0
0.25022170307532227,0.28857951398506887,-1.0,0.23237431677578235,0.2760922129257406,0.7184648018149462,0.9202865377442757,0.065266365813242,0.2750000826062322,0.5391763255394908,0.5476031433041877,0.2347085866824855,1.0,0.0,0.0
0.2561960748872663,0.27462399723386266,-1.0,0.23020601837948224,0.2550234204893338,0.692532764459735,0.9384125296327439,0.049099056043802825,0.3105209089015628,0.5823077239891461,0.5769547769883585,0.23093578525878689,1.0,0.0,0.0
0.2538400867328923,0.2888051932723411,-1.0,0.23583999038981318,0.23872757221801247,0.7189537107942732,0.9384841948484302,0.03285707759616238,0.28183498011142194,0.5477854757409912,0.5948027738565493,0.23663057986059616,1.0,0.0,0.0
0.09223946178927162,0.1260391526718141,-1.0,0.1121508799327287,0.18217965789399046,0.76154554683866,0.8694519334659296,0.07832333374477013,0.21631751890926942,0.45843023080959755,0.5579202706741171,0.11516535666617232,1.0,0.0,0.0
0.09442098819293848,0.14386405802767488,-1.0,0.1180371193465073,0.14026297670892354,0.7867684187038939,0.9224826586232271,0.028453982122985194,0.18738059819027875,0.4135265247145319,0.6002384393851301,0.11829749369716742,1.0,0.0,0.0
0.09905629690388656,0.13628317578362814,-1.0,0.11906420806054417,0.13891076390857274,0.7726354420973258,0.9400604845560756,0.02626288438059643,0.21316369754591036,0.45371269214033694,0.5948491511846374,0.11838054278511047,1.0,0.0,0.0
0.09575162582255242,0.14651865314923485,-1.0,0.11979097843714336,0.13702524623958498,0.7911979415088004,0.9557641518900755,0.023843205588989252,0.18563741089800123,0.4107010147079442,0.6073826997260756,0.11826190123090612,1.0,0.0,0.0
0.24754475057083608,0.3408136203624281,-1.0,0.25739684065109014,0.5076927199651401,0.8138574283925322,0.6731253737718301,0.27577110387754694,0.1891424619044435,0.41636788004798486,0.467181443715345,0.28532700578377573,1.0,0.0,0.0
0.2633289699731291,0.31439607905056843,-1.0,0.24421887200432457,0.5108389495647014,0.7175525648842951,0.6069232550230237,0.2967761530692642,0.2590715212821899,0.5185031220634544,0.34934616350369585,0.27801868604478713,1.0,0.0,0.0
0.2469019835152509,0.3406997069077503,-1.0,0.2557450897951829,0.4816032826324713,0.8103339651125037,0.6946448372747791,0.24784389555291358,0.18810470150631864,0.41469603479694817,0.49007454090352587,0.28119234761975376,1.0,0.0,0.0
0.2543063380671348,0.3302026670692264,-1.0,0.2539672052375518,0.47818255195841164,0.7791792514210405,0.694613444158847,0.2460683927139598,0.2175046844293711,0.4601952704137391,0.5040970515650918,0.27926442236393295,1.0,0.0,0.0
0.32988327745974305,0.42187284189148055,-1.0,0.324920415640579,0.35818056151253475,0.7603478694480661,0.7853997059524249,0.07621756217234857,0.22266971106444378,0.4678069247058785,0.6983044278903954,0.34483760937268276,1.0,0.0,0.0
0.3333095519862483,0.47744981152602817,-1.0,0.3377860532164094,0.3397514933062157,0.7854123568540916,0.8141176049948973,0.056126292407625816,0.1569284531048869,0.36203048463413134,0.7098137391635762,0.3548153640812694,1.0,0.0,0.0
0.33002210910759083,0.4391522512381376,-1.0,0.3251846957775242,0.35218480659765095,0.7606672532600876,0.831493533256292,0.071526050360605,0.19985605325670175,0.43333940624836265,0.7661620063044838,0.3395046715111968,1.0,0.0,0.0
0.3107121862329307,0.4479550857055571,-1.0,0.3213165955913268,0.35431802538152357,0.8083227428322155,0.8334763132625018,0.07520374174258165,0.15631812713986504,0.360950116925856,0.7121885168534763,0.3352335755598398,1.0,0.0,0.0
0.3925232618462127,-1.0,0.3724130405230976,0.19709892486035197,0.5451710634477775,0.2986822601305766,0.40857648613592223,0.4229755914490697,-1.0,-1.0,0.2025304180395986,0.24513124721933854,1.0,0.0,0.0
0.3595191394852297,-1.0,0.28957777059983364,0.1716259234788876,0.34339312667038013,0.288759460226727,0.6294156464047367,0.1920002922673893,-1.0,-1.0,0.45270689692597466,0.19513569627762123,1.0,0.0,0.0
0.2742395781529959,-1.0,0.3196630495648129,0.15432158087572828,0.38053686453451996,0.39612342055938726,0.602374924975213,0.2671220362337078,-1.0,-1.0,0.41137569259857054,0.178069108705324,1.0,0.0,0.0
0.35474914898547266,-1.0,0.30400429512657784,0.17469517688750075,0.4387872953251669,0.30436678427843394,0.5338253526118222,0.3118927198955084,-1.0,-1.0,0.30690423644497566,0.2068337535221711,1.0,0.0,0.0
0.3679408382681724,-1.0,0.4794382039287189,0.2328308006486876,0.34414733315473856,0.42775091940010285,0.7251715106348984,0.12677185732577823,-1.0,-1.0,0.5643526043587761,0.25327598991546785,1.0,0.0,0.0
0.316849534327131,0.22429903740446266,-1.0,0.22281218091176647,0.3948020955757161,0.5088782126434908,0.6221381910809387,0.1888159211473654,0.5344075943823994,0.7839959481515626,0.6030916448397861,0.2525878689010826,1.0,0.0,0.0
0.3374658663614604,0.20474793605687913,-1.0,0.22883056039401767,0.40208536169011166,0.47969084295326386,0.6041651608282863,0.19016930560848216,0.6232606576367519,0.8405898498318334,0.5948502978253789,0.26113599288150674,1.0,0.0,0.0
0.35531445200566464,0.22758216992245417,-1.0,0.23054237491741247,0.4093039269710852,0.44695216129745047,0.5127480206098505,0.1961625838736309,0.6103232803016321,0.8329589677609395,0.5729863191506508,0.27291709921399965,1.0,0.0,0.0
-1.0,0.4226507285069673,0.3500256285862872,0.06797405249564538,0.345461645004539,-1.0,0.1569597758141028,0.43913142855996556,-1.0,-1.0,0.14816487082205954,0.10674773839537298,1.0,0.0,0.0
-1.0,0.43238061984042175,0.33538983511652604,0.07328368070154363,0.33902408624427904,-1.0,0.3410254805281885,0.4051340456711656,-1.0,-1.0,0.3363067965063393,0.10188936675070441,1.0,0.0,0.0
-1.0,0.4432518828269918,0.3035033217391521,0.06725929485254369,0.25424241442907036,-1.0,0.2995386466933776,0.26473885217794374,-1.0,-1.0,0.3251759384766031,0.09697760640664392,1.0,0.0,0.0
-1.0,0.40133182098979336,0.4219386934284814,0.07423869301459547,0.31893040336604384,-1.0,0.17660429612711148,0.36223402198669036,-1.0,-1.0,0.1834059996213333,0.11353403529586235,1.0,0.0,0.0
-1.0,0.42590795533357684,0.36982318146161514,0.08620337557811279,0.20695478353034216,-1.0,0.7131834245149489,0.14702692116478666,-1.0,-1.0,0.5356822703292143,0.09606406643927033,1.0,0.0,0.0
-1.0,0.44472613590304666,0.38830401115435903,0.08644963661481168,0.18877341805048317,-1.0,0.6473222492760939,0.12184148977767806,-1.0,-1.0,0.5581987827869774,0.09978941124128725,1.0,0.0,0.0
-1.0,0.45998015865647623,0.3830110533411322,0.08914649528500208,0.165129602140669,-1.0,0.6105101151166701,0.0875402606388411,-1.0,-1.0,0.3359107607198979,0.10479015275100102,1.0,0.0,0.0
-1.0,0.4466929997944994,0.4049236193300651,0.09183734758844374,0.17800472012163907,-1.0,0.6830312752650718,0.09969333860793084,-1.0,-1.0,0.48161444148181265,0.10376983538484354,1.0,0.0,0.0
0.29887754277372885,0.2505012796024536,-1.0,0.24510781428314016,0.2434090152830957,0.6184016539668691,0.8822709181889441,0.03143369952405353,0.4426284713750499,0.7134544918452108,0.658804726319828,0.25116417025063026,1.0,0.0,0.0
0.30385175663952296,0.2787456419490726,-1.0,0.2578413117904979,0.2606799729591053,0.6428802151837671,0.8707967689026352,0.0377883405124641,0.3995763645075765,0.6751089090347979,0.6719180789809318,0.26537149636660234,1.0,0.0,0.0
0.3197698613930314,0.2779577330971963,-1.0,0.2659619196348129,0.2572213411042703,0.6240793404157423,0.8989773670451795,0.031043578091722757,0.43315320474224395,0.7053334439435135,0.6329063189839914,0.2709535814919175,1.0,0.0,0.0
0.29635099122107805,0.2624771362139596,-1.0,0.24945642380923777,0.24416322276509586,0.6382594320715489,0.8976409916297534,0.029723159132885674,0.41444769622016153,0.6887821443616207,0.641230126192391,0.25418952988284144,1.0,0.0,0.0
-1.0,0.8687427967972332,0.42882879231366905,0.17337377620277494,0.19467767186536458,-1.0,0.945079764098752,0.035431899997049654,-1.0,-1.0,0.6790932888640844,0.1729615897968263,1.0,0.0,0.0
-1.0,0.8794528091590352,0.43515768128015736,0.17542795363084868,0.19876110915164705,-1.0,0.9511530035446341,0.037555818794271056,-1.0,-1.0,0.7030004717552862,0.1746107074002669,1.0,0.0,0.0
-1.0,0.8881962260821452,0.42715526433610745,0.17567421466754757,0.19785070081060593,-1.0,0.9414268495799156,0.03658803072299066,-1.0,-1.0,0.6963144691772918,0.17554204360077114,1.0,0.0,0.0
-1.0,0.8694883795972144,0.41860984561738707,0.17026848459366928,0.1916340448171925,-1.0,0.9425170281728388,0.03495788206141204,-1.0,-1.0,0.718429194664195,0.17000148301942752,1.0,0.0,0.0
0.6889679811966951,-1.0,0.3136973881290383,0.27846717520571806,0.39134346341391435,0.10754151126034284,0.704990939067216,0.1339650787104762,-1.0,-1.0,0.5612936977008611,0.3046893074299273,1.0,0.0,0.0
0.6751718376984261,-1.0,0.3246771484051039,0.28033515526458047,0.3829288868823062,0.12112388879843183,0.7470972848158195,0.12491961386236444,-1.0,-1.0,0.5748709954661617,0.30193682337238614,1.0,0.0,0.0
0.6915756017127934,-1.0,0.3300257283569396,0.2852663823653072,0.38761033010087276,0.11394646423086702,0.72818667320045,0.12547131771251063,-1.0,-1.0,0.5744411481858482,0.3093697167432893,1.0,0.0,0.0
0.6946811214780271,-1.0,0.3493636503088526,0.2955552886059223,0.39495829704869045,0.12420506008772386,0.764897936531292,0.12454861764424463,-1.0,-1.0,0.6020413581361315,0.3161441494883583,1.0,0.0,0.0
0.6522072722968153,-1.0,0.5186010533286607,0.32043966604600876,0.3905892572365228,0.19453917376599733,0.5868959479554121,0.10439931089133186,-1.0,-1.0,0.5306973253669822,0.36580157200059316,1.0,0.0,0.0
0.6649638551469486,-1.0,0.5289021237430458,0.3260255871223497,0.39831432673584455,0.18949233616053124,0.571368669581902,0.10727798573777853,-1.0,-1.0,0.5239088020565041,0.3742488506599436,1.0,0.0,0.0
0.6852640433744943,-1.0,0.5420699167788048,0.33029611388071356,0.4041538794103371,0.1758263064408639,0.5695857960720483,0.109425067934006,-1.0,-1.0,0.48719773613172124,0.37932077710218,1.0,0.0,0.0
0.6703960625466754,-1.0,0.5508176204948874,0.3389452819989189,0.4087706221024483,0.20102265126974722,0.5729274500382271,0.10794232797783462,-1.0,-1.0,0.53035008934802,0.38859854664096094,1.0,0.0,0.0
0.7482309025163738,0.94567303590229,-1.0,0.8523274671151421,0.5436894496712575,0.711071751131453,0.9793258117703201,0.025553031075515792,0.22495479559360576,0.4711397817836205,0.8084237570614745,0.8498353848435415,1.0,0.0,0.0
0.7411803339270007,0.9205625910809883,-1.0,0.8263679500270287,0.5323227464240627,0.6941902638255182,0.9813715069807345,0.02517777697236462,0.23939690178749484,0.4917260254829965,0.8141762747055068,0.8233545899451282,1.0,0.0,0.0
0.735388891254914,0.9361472581510195,-1.0,0.8344885578713436,0.5286811130598981,0.7139036683378963,0.9826618499498583,0.02213123117789967,0.21914929505397285,0.4626307931113036,0.8234327216008401,0.8311493400563548,1.0,0.0,0.0
0.7436937233004774,0.9210060750412263,-1.0,0.8441528019700882,0.5409582246481341,0.7099596017388647,0.9792182787069317,0.025801262938405456,0.2418027047863507,0.4950770964948754,0.8264836157297868,0.8416847100697019,1.0,0.0,0.0
0.7525126348536515,0.8453380113314803,-1.0,0.8115081986906121,0.5225559573223287,0.6577461761935397,0.9801965514457716,0.02353731674971188,0.3240706034962726,0.5977611347605345,0.7738936304028039,0.8087854070888328,1.0,0.0,0.0
0.7413180757128788,0.8520887034138824,-1.0,0.8136104270526758,0.5251309804887693,0.6793870447202643,0.9717880387000912,0.024299434811064974,0.3041647769558362,0.5748749487480063,0.7703444301910549,0.8129615897968263,1.0,0.0,0.0
0.7475350675664119,0.872279393463202,-1.0,0.8247942819388552,0.5299686244128935,0.6812338073421431,0.9759416034954187,0.024419870380616576,0.2916293948283457,0.559859178845588,0.7690070994575895,0.8231351030698502,1.0,0.0,0.0
0.7339430635986437,0.8526723197150679,-1.0,0.8089554928223918,0.5236872668186412,0.6870221575194471,0.9749348781873981,0.024506791062003763,0.29494778038762925,0.5638811520744595,0.7730232905491634,0.8075218745365564,1.0,0.0,0.0
0.6966535201367927,0.8166623348830961,-1.0,0.7523334734818908,0.6195768394682563,0.6865672317243516,0.8233228148948188,0.08434545559070325,0.2864671621426207,0.5535337362809862,0.6552695517266904,0.7871629838350882,1.0,0.0,0.0
0.7123248969074412,0.7982509497299386,-1.0,0.7588263559372935,0.6769168620713455,0.6662623923914963,0.8310886189331899,0.1144080642516177,0.3243264350329358,0.5980479043106128,0.6752203007804716,0.7919976271689159,1.0,0.0,0.0
0.7151530887191238,0.8175603093667507,-1.0,0.7610006607003423,0.7173251292133123,0.6638737393971721,0.7501290365851285,0.13738441414878727,0.30780678347616375,0.579148482361207,0.6274042810730152,0.8151445943941865,1.0,0.0,0.0
0.7073057471942761,0.7962700368106899,-1.0,0.752988167457505,0.6739000343688534,0.6681318806410526,0.7571270096542206,0.11444816100077199,0.3202711349234635,0.5934806005143618,0.5611389925578942,0.8047575263235949,1.0,0.0,0.0
0.6968642826746487,0.828816444127531,-1.0,0.7618115202114241,0.7360397994850664,0.6978794064285583,0.7554119928179106,0.148412198169235,0.2746270952792651,0.5387020802121163,0.6316777251379306,0.8146166394779771,1.0,0.0,0.0
0.7157084153105151,0.8585399811841459,-1.0,0.7904618896029791,0.7586817058770954,0.6980570363425198,0.801991854633044,0.15244009401549768,0.2679318205372063,0.5301097710105829,0.6299085374290883,0.8326560877947501,1.0,0.0,0.0
